Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
252,Zelda_II:_The_Adventure_of_Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
253,Need_for_Speed:_Most_Wanted,PS2,2005,Racing,Electronic_Arts,2.03,1.79,0.08,0.47,4.37
254,Resistance:_Fall_of_Man,PS3,2006,Shooter,Sony_Computer_Entertainment,1.73,1.73,0.14,0.75,4.35
255,Sonic_the_Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
256,Kingdom_Hearts_II,PS2,2005,Role-Playing,Square_Enix,2.2,0.58,1.38,0.17,4.33
257,FIFA_14,X360,2013,Sports,Electronic_Arts,0.92,2.93,0.01,0.46,4.31
258,Call_of_Duty:_Advanced_Warfare,X360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31
259,Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31
260,Fable_II,X360,2008,Role-Playing,Microsoft_Game_Studios,2.51,1.27,0.11,0.41,4.31
261,Halo_5:_Guardians,XOne,2015,Shooter,Microsoft_Game_Studios,2.64,1.2,0.03,0.39,4.26
262,Super_Mario_3D_World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
263,Batman:_Arkham_Asylum,PS3,2009,Action,Eidos_Interactive,2.23,1.34,0.07,0.61,4.25
264,Assassin's_Creed:_Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
265,Namco_Museum,GBA,2001,Misc,Namco_Bandai_Games,3,1.11,0.05,0.07,4.24
266,Metal_Gear_Solid_3:_Snake_Eater,PS2,2004,Action,Konami_Digital_Entertainment,1.46,0,0.83,1.93,4.23
267,Daxter,PSP,2006,Platform,Sony_Computer_Entertainment,2.45,1.02,0,0.75,4.22
268,Warcraft_II:_Tides_of_Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
269,The_Legend_of_Zelda:_Ocarina_of_Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,FIFA_Soccer_06,PS2,2005,Sports,Electronic_Arts,0.78,2.55,0.04,0.84,4.21
271,EyeToy_Play,PS2,2003,Misc,Sony_Computer_Entertainment,0.88,2.3,0.2,0.83,4.2
272,Uncharted_4:_A_Thief's_End,PS4,2016,Shooter,Sony_Computer_Entertainment,1.3,2.07,0.18,0.65,4.2
273,Gran_Turismo_5_Prologue,PS3,2007,Racing,Sony_Computer_Entertainment,1.28,1.83,0.57,0.53,4.2
274,Assassin's_Creed:_Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,Street_Fighter_IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,FIFA_12,X360,2011,Sports,Electronic_Arts,0.84,2.79,0.02,0.53,4.19
277,Teenage_Mutant_Ninja_Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,Frogger,PS,1997,Action,Hasbro_Interactive,3.79,0.27,0,0.11,4.16
280,Madden_NFL_2003,PS2,2002,Sports,Electronic_Arts,3.36,0.21,0.01,0.56,4.14
281,Watch_Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,Half-Life,PC,1997,Shooter,Vivendi_Games,4.03,0,0.09,0,4.12
283,Super_Mario_World_2:_Yoshi's_Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,FIFA_Soccer_07,PS2,2006,Sports,Electronic_Arts,0.71,2.48,0.03,0.89,4.11
285,The_Legend_of_Zelda:_Skyward_Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,Street_Fighter_II_Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,Carnival_Games,Wii,2007,Misc,Take-Two_Interactive,2.13,1.5,0.05,0.42,4.1
288,Fallout_4,XOne,2015,Role-Playing,Bethesda_Softworks,2.45,1.26,0.01,0.37,4.09
289,World_of_Warcraft:_The_Burning_Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09
290,Fallout:_New_Vegas,X360,2010,Role-Playing,Bethesda_Softworks,2.65,1.06,0.04,0.33,4.08
291,God_of_War_II,PS2,2007,Action,Sony_Computer_Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza_Motorsport_2,X360,2007,Racing,Microsoft_Game_Studios,2.35,1.28,0.03,0.41,4.06
293,World_Soccer_Winning_Eleven_9,PS2,2005,Sports,Konami_Digital_Entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco_Museum_Vol.3,PS,1996,Misc,Sony_Computer_Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken_Tag_Tournament,PS2,2000,Fighting,Namco_Bandai_Games,1.68,1.51,0.51,0.35,4.05
296,Far_Cry_4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star_Fox_64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,PS4,2014,Misc,Sony_Computer_Entertainment_Europe,1.38,1.87,0.12,0.65,4.02
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout_3,PS3,2008,Role-Playing,Bethesda_Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor_Layton_and_the_Diabolical_Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
302,Left_4_Dead_2,X360,2009,Shooter,Electronic_Arts,2.67,0.89,0.05,0.37,3.99
303,Namco_Museum:_50th_Anniversary,PS2,2005,Misc,Namco_Bandai_Games,2.08,1.35,0,0.54,3.98
304,EA_Sports_Active,Wii,2009,Sports,Electronic_Arts,2.1,1.36,0.06,0.4,3.92
305,Assassin's_Creed:_Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey_Kong_Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony_Hawk's_Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassin's_Creed_IV:_Black_Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster_Hunter_4_Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,PS3,2006,Racing,Sony_Computer_Entertainment,1.53,1.61,0.06,0.67,3.88
311,The_Elder_Scrolls_V:_Skyrim,PC,2011,Role-Playing,Bethesda_Softworks,1.15,2.09,0,0.64,3.88
312,Tekken_5,PS2,2005,Fighting,Namco_Bandai_Games,0.93,1.94,0.31,0.7,3.87
313,Dragon_Warrior_III,NES,1988,Role-Playing,Enix_Corporation,0.1,0,3.77,0,3.87
314,Sports_Champions,PS3,2010,Sports,Sony_Computer_Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA_2K16,PS4,2015,Sports,Take-Two_Interactive,2.48,0.65,0.03,0.69,3.85
316,World_Soccer_Winning_Eleven_8_International,PS2,2004,Sports,Konami_Digital_Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash_Focus:_Vision_Training_in_Minutes_a_Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco_Museum_Vol.1,PS,1995,Misc,Sony_Computer_Entertainment,2.12,1.44,0.22,0.06,3.84
319,The_Legend_of_Zelda:_Link's_Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario_&_Luigi:_Bowser's_Inside_Story,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big_Brain_Academy:_Wii_Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs_+_cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman:_Arkham_Knight,PS4,2015,Action,Warner_Bros._Interactive_Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario_&_Sonic_at_the_London_2012_Olympic_Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO_Indiana_Jones:_The_Original_Adventures,X360,2008,Action,Activision,2.4,1.03,0,0.36,3.78
326,Resident_Evil_Director's_Cut,PS,1996,Action,Virgin_Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet_&_Clank:_Size_Matters,PSP,2007,Platform,Sony_Computer_Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just_Dance_2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
329,The_Sims:_Unleashed,PC,2002,Simulation,Electronic_Arts,2.03,1.56,0,0.17,3.76
330,Super_Paper_Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry_Potter_and_the_Sorcerer's_Stone,PS,2001,Action,Electronic_Arts,1.37,2,0.14,0.22,3.73
332,The_Witcher_3:_Wild_Hunt,PS4,2015,Role-Playing,Namco_Bandai_Games,0.96,2,0.21,0.56,3.73
333,Resident_Evil_3:_Nemesis,PS,1999,Action,Eidos_Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro:_Year_of_the_Dragon,PS,2000,Platform,Sony_Computer_Entertainment,1.93,1.58,0,0.19,3.71
335,FIFA_Soccer_2005,PS2,2004,Sports,Electronic_Arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon_Trading_Card_Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield_4,PS3,2013,Shooter,Electronic_Arts,1.3,1.51,0.27,0.61,3.69
338,MySims,DS,2007,Simulation,Electronic_Arts,1.59,1.61,0.08,0.41,3.69
339,Friend_Collection,DS,2009,Misc,Nintendo,0,0,3.67,0,3.67
340,Tony_Hawk's_Pro_Skater_4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight_Club_3:_DUB_Edition,PSP,2005,Racing,Take-Two_Interactive,1.65,1.22,0,0.79,3.66
342,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM:_U.S._Navy_SEALs,PS2,2002,Shooter,Sony_Computer_Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar_Hero:_World_Tour,Wii,2008,Misc,Activision,2.33,0.97,0,0.35,3.65
345,Gran_Turismo_6,PS3,2013,Racing,Sony_Computer_Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak_and_Daxter:_The_Precursor_Legacy,PS2,2001,Platform,Sony_Computer_Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon_Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA_Soccer_10,PS3,2009,Sports,Electronic_Arts,0.6,2.46,0.05,0.52,3.63
349,Pro_Evolution_Soccer_2008,PS2,2007,Sports,Konami_Digital_Entertainment,0.05,0,0.64,2.93,3.63
350,Call_of_Duty:_Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,Resident_Evil_4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom_Clancy's_The_Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star_Wars:_Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom_II:_Hell_on_Earth,PC,1994,Shooter,Virgin_Interactive,2.05,1.4,0,0.16,3.61
355,The_Simpsons:_Road_Rage,PS2,2001,Racing,Electronic_Arts,2.02,1.17,0,0.42,3.61
356,Cooking_Mama_2:_Dinner_With_Friends,DS,2007,Simulation,505_Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's_Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star_Wars:_Battlefront_II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF_SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc:_Legend_of_the_Gobbos,PS,1997,Platform,Fox_Interactive,1.57,1.79,0,0.2,3.56
361,Grand_Theft_Auto:_Liberty_City_Stories,PS2,2006,Action,Take-Two_Interactive,1.56,1.4,0.07,0.5,3.54
362,The_Getaway,PS2,2002,Action,Sony_Computer_Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb_Raider_III:_Adventures_of_Lara_Croft,PS,1997,Action,Eidos_Interactive,1.66,1.58,0.12,0.18,3.54
364,James_Bond_007:_Agent_Under_Fire,PS2,2001,Shooter,Electronic_Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO_Star_Wars:_The_Video_Game,PS2,2005,Action,Eidos_Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield_4,X360,2013,Shooter,Electronic_Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA_Soccer_11,X360,2010,Sports,Electronic_Arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats_in_Paris:_The_Movie,PS,2000,Action,THQ,1.96,1.33,0,0.23,3.52
369,Spyro_2:_Ripto's_Rage!,PS,1999,Platform,Sony_Computer_Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left_4_Dead,X360,2008,Shooter,Electronic_Arts,2.66,0.5,0.05,0.3,3.52
371,Mario_&_Sonic_at_the_Olympic_Winter_Games,DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident_Evil_5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey_Kong_Country_3:_Dixie_Kong's_Double_Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin's_Creed:_Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung_Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman:_Arkham_Asylum,X360,2009,Action,Eidos_Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse_Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA_Soccer_2004,PS2,N/A,Sports,Electronic_Arts,0.59,2.36,0.04,0.51,3.49
379,Star_Wars_Battlefront_(2015),XOne,2015,Shooter,Electronic_Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield:_Bad_Company_2,X360,2010,Shooter,Electronic_Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar_Hero:_On_Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,Assassin's_Creed:_Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
383,Far_Cry_3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster_Hunter_4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
385,Borderlands,X360,2009,Shooter,Take-Two_Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken_4,PS2,2002,Fighting,Namco_Bandai_Games,1.55,1.27,0.33,0.29,3.44
387,Battlefield_4,PS4,2013,Shooter,Electronic_Arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet_2,PS3,2011,Platform,Sony_Computer_Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand_Theft_Auto_2,PS,1998,Action,Take-Two_Interactive,1.13,2.07,0,0.22,3.42
390,Final_Fantasy_III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
391,Spider-Man_2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1_Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA_Soccer_2003,PS2,2002,Sports,Electronic_Arts,0.46,2.28,0.05,0.61,3.4
394,Crash_Bash,PS,2000,Misc,Sony_Computer_Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO_Batman:_The_Videogame,X360,2008,Action,Warner_Bros._Interactive_Entertainment,2.03,1.03,0,0.32,3.38
396,Metal_Gear_Solid_V:_The_Phantom_Pain,PS4,2015,Action,Konami_Digital_Entertainment,1.08,1.35,0.48,0.47,3.38
397,The_Legend_of_Zelda:_Spirit_Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF_War_Zone,PS,1998,Fighting,Acclaim_Entertainment,2.47,0.76,0,0.13,3.36
399,The_Legend_of_Zelda:_Majora's_Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor_Layton_and_the_Unwound_Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats:_Search_For_Reptar,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
402,Assassin's_Creed_IV:_Black_Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,English_Training:_Have_Fun_Improving_Your_Skills!,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
404,James_Bond_007:_Nightfire,PS2,2002,Shooter,Electronic_Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet_&_Clank,PS2,2002,Platform,Sony_Computer_Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario_Party_9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star_Wars_Episode_III:_Revenge_of_the_Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max_Payne,PS2,2001,Shooter,Take-Two_Interactive,1.99,1.05,0.05,0.22,3.31
409,The_Lord_of_the_Rings:_The_Return_of_the_King,PS2,2003,Action,Electronic_Arts,1.5,1.28,0.05,0.46,3.28
410,Assassin's_Creed_Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
412,True_Crime:_Streets_of_LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,Wii_Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran_Turismo_(PSP),PSP,2009,Racing,Sony_Computer_Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster_Hunter_X,3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,PS,1995,Fighting,Sony_Computer_Entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA_16,XOne,2015,Sports,Electronic_Arts,0.88,2.11,0,0.23,3.23
418,L.A._Noire,PS3,2011,Adventure,Take-Two_Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden_NFL_16,PS4,2015,Sports,Electronic_Arts,2.33,0.3,0,0.59,3.22
420,Yokai_Watch_2_Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
421,007:_Tomorrow_Never_Dies,PS,1999,Shooter,Electronic_Arts,1.72,1.33,0,0.16,3.21
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer_Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF_SmackDown!_2:_Know_Your_Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis_Core:_Final_Fantasy_VII,PSP,2007,Role-Playing,Square_Enix,1.35,0.6,0.8,0.44,3.19
426,God_of_War:_Chains_of_Olympus,PSP,2008,Action,Sony_Computer_Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon_Quest_VI:_Maboroshi_no_Daichi,SNES,1995,Role-Playing,Enix_Corporation,0,0,3.19,0,3.19
428,Dance_Central,X360,2010,Misc,MTV_Games,2.15,0.77,0.01,0.26,3.19
429,Enter_the_Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,Super_Mario_Maker,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout:_New_Vegas,PS3,2010,Role-Playing,Bethesda_Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO_Batman:_The_Videogame,Wii,N/A,Action,Warner_Bros._Interactive_Entertainment,1.86,1.02,0,0.29,3.17
433,Rhythm_Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace_Combat_04:_Shattered_Skies,PS2,2001,Simulation,Sony_Computer_Entertainment_Europe,2.06,0.56,0.38,0.17,3.17
435,Club_Penguin:_Elite_Penguin_Force,DS,2008,Adventure,Disney_Interactive_Studios,1.88,0.98,0,0.3,3.16
436,Animal_Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO_Batman:_The_Videogame,DS,2008,Action,Warner_Bros._Interactive_Entertainment,1.79,1.06,0,0.29,3.15
438,Sonic_Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident_Evil_6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo:_The_Master_Chief_Collection,XOne,2014,Shooter,Microsoft_Game_Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA_Soccer_08,PS2,2007,Sports,Electronic_Arts,0.68,0,0,2.46,3.14
442,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,Need_for_Speed_III:_Hot_Pursuit,PS,1998,Racing,Electronic_Arts,2.14,0.86,0,0.13,3.12
444,Star_Wars_Episode_I_Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal_Trainer:_Cooking,DS,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.12
446,The_Elder_Scrolls_IV:_Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon_Warrior_IV,NES,1990,Role-Playing,Enix_Corporation,0.08,0,3.03,0.01,3.12
448,Heavy_Rain,PS3,2010,Adventure,Sony_Computer_Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass_Effect_2,X360,2010,Role-Playing,Electronic_Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA_15,X360,2014,Sports,Electronic_Arts,0.78,2.02,0,0.3,3.11
451,Dragon_Ball_Z:_Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden_NFL_2002,PS2,2001,Sports,Electronic_Arts,2.5,0.16,0.01,0.42,3.08
453,World_Class_Track_Meet,NES,1986,Sports,Namco_Bandai_Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands_2,X360,2012,Shooter,Take-Two_Interactive,1.89,0.91,0.04,0.24,3.07
455,The_Legend_of_Zelda:_A_Link_Between_Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey_Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The_Sims:_Vacation,PC,2002,Simulation,Electronic_Arts,1.72,1.21,0,0.14,3.07
458,Mass_Effect_3,X360,2012,Role-Playing,Electronic_Arts,1.94,0.86,0.03,0.24,3.07
459,Kung_Fu_Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.05
460,Far_Cry_3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic_Mickey,Wii,2010,Platform,Disney_Interactive_Studios,2.06,0.64,0.12,0.22,3.04
462,Saints_Row_2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
464,Killzone_2,PS3,2009,Shooter,Sony_Computer_Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom_Clancy's_Splinter_Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
466,Mike_Tyson's_Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE_SmackDown!_Shut_Your_Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears_of_War:_Ultimate_Edition,XOne,2015,Shooter,Microsoft_Game_Studios,2.38,0.32,0,0.31,3
469,NBA_2K13,X360,2012,Sports,Take-Two_Interactive,2.6,0.21,0.01,0.19,3
470,Dragon_Ball_Z:_Budokai_Tenkaichi_3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3
471,wwe_Smackdown_vs._Raw_2006,PS2,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472,Middle-Earth:_Shadow_of_Mordor,PS4,2014,Action,Warner_Bros._Interactive_Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star_Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The_Sims:_Livin_Large,PC,2000,Misc,Electronic_Arts,1.67,1.18,0,0.13,2.99
475,World_Soccer_Winning_Eleven_6_International,PS2,2002,Sports,Konami_Digital_Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil_May_Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal_Crossing:_Happy_Home_Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
478,Battlefield:_Bad_Company_2,PS3,2010,Shooter,Electronic_Arts,1.33,1.12,0.08,0.45,2.97
479,The_Sims_4,PC,2014,Simulation,Electronic_Arts,0.96,1.72,0,0.29,2.97
480,Star_Wars:_The_Old_Republic,PC,2011,Role-Playing,Electronic_Arts,1.58,1.01,0,0.38,2.97
481,Sonic_Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby_Super_Star_Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman_2:_Silent_Assassin,PS2,2002,Action,Eidos_Interactive,1.36,1.15,0.04,0.41,2.96
484,Street_Fighter_IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485,Wave_Race_64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM_II:_U.S._Navy_SEALs,PS2,2003,Shooter,Sony_Computer_Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE_SmackDown!_vs._RAW_2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,PS3,2009,Action,Sony_Computer_Entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man_Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass_Effect,X360,2007,Role-Playing,Microsoft_Game_Studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare:_Smooth_Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking_Mama:_Cook_Off,Wii,2007,Simulation,505_Games,1.43,1.13,0.05,0.3,2.91
493,Super_Mario_World_2:_Yoshi's_Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
494,FIFA_14,PS4,2013,Sports,Electronic_Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,XOne,2014,Shooter,Electronic_Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic_Mega_Collection_Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
497,Sega_Superstars_Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.9
498,World_Soccer_Winning_Eleven_7_International,PS2,2003,Sports,Konami_Digital_Entertainment,0.08,1.24,1.13,0.45,2.9
499,Need_for_Speed:_Most_Wanted,PS3,2012,Racing,Electronic_Arts,0.71,1.51,0.06,0.61,2.89
500,Hot_Shots_Golf_3,PS2,2001,Sports,Sony_Computer_Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call_of_Duty:_Finest_Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba_Fitness_2,Wii,2011,Sports,Majesco_Entertainment,1.54,1.07,0,0.28,2.88
